country,date,"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)","Adolescent fertility rate (births per 1,000 women ages 15-19)",Age dependency ratio (% of working-age population),"Age dependency ratio, old (% of working-age population)","Age dependency ratio, young (% of working-age population)","Agriculture, forestry, and fishing, value added (% of GDP)",Armed forces personnel (% of total labor force),"Birth rate, crude (per 1,000 people)",Births attended by skilled health staff (% of total),"Death rate, crude (per 1,000 people)","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Employment in agriculture (% of total employment) (modeled ILO estimate),Employment in industry (% of total employment) (modeled ILO estimate),Employment in services (% of total employment) (modeled ILO estimate),"Fertility rate, total (births per woman)",GDP (current US$),GDP growth (annual %),GINI index (World Bank estimate),"Government expenditure on education, total (% of government expenditure)",Income share held by fourth 20%,Income share held by highest 20%,Income share held by lowest 20%,Income share held by second 20%,Income share held by third 20%,"Industry (including construction), value added (% of GDP)","Life expectancy at birth, total (years)","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, youth total (% of people ages 15-24)",Merchandise trade (% of GDP),Military expenditure (% of GDP),Mobile cellular subscriptions (per 100 people),Number of people pushed below the $3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Population ages 65 and above (% of total population),Population density (people per sq. km of land area),Population growth (annual %),Population in the largest city (% of urban population),Population living in slums (% of urban population),"Population, female","Population, male","Population, total",Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),Poverty headcount ratio at national poverty lines (% of population),"Prevalence of HIV, total (% of population ages 15-49)",Prevalence of undernourishment (% of population),"Prevalence of underweight, weight for age (% of children under 5)",Rural population (% of total population),"Services, value added (% of GDP)",Surface area (sq. km),Tax revenue (% of GDP),Urban population (% of total population),Urban population growth (annual %)
Belgium,1965,,,30.191,57.3397834274014,19.8403071359361,37.4994762914652,,,16.4,,12.2,,,,,,,,,,,,2.61,17371457607.9374,3.56065983986041,,,,,,,,,70.6253658536586,,,,2.97306360209053,0.0,,23.8334343328562,63.5567214061844,12.6098442609593,,0.908137001686598,17.299030561677,,4816344.0,4647323.0,9463667.0,,,,,,,6.863,,,,93.137,1.06824652823574
Belgium,1964,,,29.955,57.0057926369892,19.5741407309437,37.4316519060454,,,17.2,,11.7,,,,,,,,,,,,2.71,15960106680.6732,6.95668473344054,,,,,,,,,70.7551219512195,,,,3.21347165933831,,,23.8409344738273,63.6919205832648,12.4671449429079,,0.94647753571233,17.3882635439171,,4770961.0,4607152.0,9378113.0,,,,,,,7.012,,,,92.988,1.11115342068688
Belgium,1963,,,29.719,56.7181892578409,19.3092386225935,37.4089506352474,,,17.1,,12.6,,,,,,,,,,,,2.68,14260017387.0492,4.35158428167051,,,,,,,,,70.0514634146342,,,,3.2166309632907,,,23.870202769363,63.8088029279213,12.3209943027157,,0.747606930682632,17.4851852204006,,4724146.0,4565624.0,9289770.0,,,,,,,7.16500000000001,,,,92.835,0.915794256204351
Belgium,1962,,,29.483,56.3767174073348,19.0327705707291,37.3439468366057,,,16.8,,12.2,,,,,,,,,,,,2.59,13264015675.3193,5.21200350925577,,,,,,,,,70.219512195122,,,,3.28475216700874,,,23.8807610028071,63.9481383179261,12.1711006792667,,0.398054786807546,17.5484659305867,,4687136.0,4533442.0,9220578.0,,,,,,,7.321,,,,92.679,0.533017016698586
Belgium,1961,,,28.2988,55.7631240588057,18.7256353734902,37.0374886853155,,,17.3,,11.6,,,,,,,,,,,,2.63,12400145221.595,4.97842306319194,,,,,,,,,70.5209756097561,,,,3.25907007379727,,,23.7780837203172,64.2000510112996,12.0218652683833,,0.332205945818093,17.5509825695217,,4666854.0,4517094.0,9183948.0,,,,,,,7.446,,,,92.554,0.433816323856793
Belgium,1960,,,27.1146,54.7612014968411,18.376221914997,36.3849795818441,,,16.8,,12.4,,,,,,,,,,,,2.54,11658722590.99,,,,,,,,,,69.7019512195122,,,,3.39734786713587,0.0,,23.5103980260413,64.615677460208,11.8739245137507,,0.657711496610821,17.5424857112744,,4649965.0,4503524.0,9153489.0,,,,,,,7.54000000000001,,,,92.46,0.759423770167147
Switzerland,2019,,,,,,,,,,,,,,,,,,,,3.05299997329712,20.1480007171631,76.8000030517578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,2018,,,,50.4532477262533,28.0192297942035,22.4340179320499,0.651266348309687,,,,,2.93416,,19.96821,97.08526,,,38.98196,85.68177,3.08100008964539,20.318000793457,76.6009979248047,,705501304688.699,2.54042671344739,,,,,,,,25.0776421224926,,,,83.6422266094007,0.675557385670456,129.609479,,14.9109547691069,66.4658286661214,18.6232165647717,215.521378417094,0.762633818427414,21.8104892749397,,4294648.0,4221895.0,8516543.0,,,,,,,26.203,71.3438637866403,41290.400390625,,73.797,0.811419635872878
Switzerland,2017,100.0,100.0,2.763,49.9325804984945,27.6338708621625,22.2987096363321,0.664136890926238,0.426887574888277,10.3,,7.9,,,,,,,,,3.10899996757507,20.5149993896484,76.3769989013672,1.54,678965423322.021,1.61669215479019,,,,,,,,24.7369375262134,83.6024390243903,,,83.8562584253963,0.681602395155031,131.1359393,,14.8724946793942,66.6966381907622,18.4308671298436,213.883991070172,0.933155888738653,21.7517125798143,,4263869.0,4187971.0,8451840.0,,,,,2.5,,26.239,71.4798323581723,41290.400390625,10.4934185956575,73.761,0.962986439023895
Switzerland,2016,100.0,100.0,2.911,49.390775005843,27.232305499207,22.158469506636,0.66423935806003,0.428465225291924,10.5,,7.8,2.90631,,18.94171,96.89018,,,36.61719,84.53691,3.36199998855591,20.5879993438721,76.0500030517578,1.54,670181065629.156,1.60122355611645,,15.52673,,,,,,24.8294430935784,83.6024390243903,,,85.4868974046818,0.682321327530876,134.1553264,,14.8325574107715,66.938538890063,18.2289036991655,211.89740340796,1.09203117387253,21.7259899559732,,4226492.0,4146846.0,8373338.0,,,,,2.5,,26.261,71.435942835181,41290.400390625,9.74728367119514,73.739,1.12051359857279
Switzerland,2015,100.0,100.0,3.059,48.7888355863171,26.77801522812,22.0108203581971,0.649894449261355,0.435211181291944,10.5,,8.2,2.90017,36.94929,19.01053,97.09393,,,36.94929,85.19001,3.43899989128113,20.75,75.8109970092773,1.54,679832291693.257,1.33336908591109,32.3,15.52784,22.6,40.2,7.8,12.5,16.8,25.1052147128995,82.8975609756098,,,79.8621964025462,0.665028267183461,135.5130156,,14.7933263225771,67.2093433894495,17.9973302879733,209.596006562314,1.13833715247736,21.7345110248481,,4183323.0,4099073.0,8282396.0,0.0,0.0,,,2.5,,26.282,71.0412704029211,41290.400390625,9.84160359976099,73.718,1.16818639104156
Switzerland,2014,100.0,100.0,3.207,48.3378886677241,26.4048049841058,21.9330836836183,0.72095624758756,0.438598433402307,10.4,,7.8,2.97441,35.60501,18.19876,97.02065,,,35.60501,84.64385,3.57800006866455,21.2880001068115,75.1340026855469,1.54,709182559935.301,2.44921809651646,32.5,15.4618,22.5,40.5,7.8,12.5,16.6,25.1644679357176,83.1975609756098,,,82.7635975782522,0.650435689974034,135.876155,,14.7858969568859,67.413656491919,17.8004465511951,207.223625813169,1.22010397343287,21.7537322027399,,4139234.0,4049415.0,8188649.0,0.0,0.0,,,2.5,,26.304,70.8212603878378,41290.0,9.40176820614631,73.696,1.24996083195795
Switzerland,2013,100.0,100.0,3.355,47.8864155270968,25.9867644684901,21.8996510586067,0.692951417906169,0.456414263493431,10.2,,8.0,,,,,,,,,3.52800011634827,21.7910003662109,74.681999206543,1.52,688504173431.454,1.85203975735246,32.5,15.209,22.5,40.5,7.9,12.4,16.6,25.5325072444914,82.7975609756098,,,98.6720235280659,0.730988469549893,136.2535853,,14.8084235574885,67.6194659729743,17.5721104695372,204.710643792066,1.14987975781229,21.7907813169859,,4092758.0,3996588.0,8089346.0,0.0,0.0,,,2.5,,26.326,70.444130746362,41290.0,9.60281589353082,73.674,1.17839214469233
Switzerland,2012,100.0,100.0,3.503,47.4896808914825,25.5602565852327,21.9294243062497,0.658862437211174,0.492727001396169,10.3,,8.0,,,,96.11673,40.22422,,34.95197,83.24146,3.53099989891052,21.6079998016357,74.8610000610352,1.52,668043614122.87,1.00602409742663,31.6,15.64387,22.5,39.8,8.1,12.7,16.9,25.6600696657274,82.6975609756098,,,91.0756404428552,0.687404673295181,131.8813583,,14.8684467505793,67.8013594385223,17.3301938108984,202.370199472944,1.06181932886789,21.8125926157332,,4050081.0,3946780.0,7996861.0,0.0,0.0,,,2.5,,26.347,70.3174131978639,41290.0,9.52037152924412,73.653,1.09168911257723
Switzerland,2011,100.0,100.0,3.7022,47.183280284664,25.16796781774,22.015312466924,0.697310730980368,0.508933882658794,10.2,,7.8,,,,95.86394,38.69923,,33.46071,82.35539,3.51399993896484,22.2789993286133,74.2080001831055,1.52,699579638638.226,1.69280849515039,31.7,15.5535,22.7,39.7,7.9,12.6,17.0,25.9608122956552,82.6951219512195,,,63.3293159964464,0.710978910190575,127.5154446,,14.9577487874023,67.9424994991774,17.0997517134202,200.232761525969,1.11187894263206,21.814860955534,,4011709.0,3900689.0,7912398.0,0.0,0.0,,,2.5,,26.369,69.7475906656709,41290.0,9.65173890922783,73.631,1.14447911246303
Switzerland,2010,100.0,100.0,3.9014,46.9501526139684,24.8218877708445,22.128264843124,0.699118548768454,0.568293548440019,10.3,,8.0,,,,95.79167,38.15958,,33.19722,82.45457,3.47000002861023,22.4479999542236,74.0820007324219,1.52,583782977866.405,3.00269910775171,32.6,15.39088,22.6,40.4,7.8,12.5,16.8,25.6005494375941,82.2463414634147,,,63.7034675726884,0.704958038758128,123.505678,,15.0583421643237,68.0502902220927,16.8913676135836,198.01874700431,1.0415580576588,21.828986709507,,3971919.0,3852990.0,7824909.0,0.0,0.2,,,2.5,,26.393,70.0051559418797,41290.0,9.71922545846534,73.607,1.07689611583261
Switzerland,2009,100.0,100.0,4.1006,46.7928549141611,24.3935279316276,22.3993269825335,0.753587093079616,0.571899382317416,10.1,,8.1,,,,95.93794,33.68499,100.0,31.06449,82.71612,3.24900007247925,22.1429996490479,74.6080017089844,1.5,541506500413.565,-2.22210712097447,32.9,15.64362,22.7,40.6,7.8,12.3,16.6,25.4975130241608,82.0439024390244,,,60.5444255516064,0.748964861447704,120.8543333,,15.2591335794173,68.1232108591532,16.6176555614295,195.966970559419,1.24948463127384,21.828354148868,,3935497.0,3808334.0,7743831.0,0.0,0.0,,,2.5,,26.419,70.1477094531961,41290.0,9.68153736880214,73.581,1.28345836397255
Switzerland,2008,100.0,100.0,4.2998,46.7602469315385,24.0248366963801,22.7354102351584,0.835978076311244,0.521574592877014,10.0,,8.0,,,,,,,,,3.58800005912781,22.8780002593994,73.5339965820313,1.48,554363487120.303,2.1547018611349,33.8,16.00964,22.7,41.3,7.5,12.0,16.5,26.5027442585327,81.9926829268293,,,69.3287001992964,0.739302153433981,116.7114642,,15.49153522036,68.13834405924,16.3701207204,193.533627163739,1.27061807385776,21.8731756606375,,3891454.0,3756221.0,7647675.0,0.0,0.2,,,2.5,,26.444,68.8773893108293,41290.0,9.9129224515215,73.556,1.30598063263603
Switzerland,2007,100.0,100.0,4.499,46.8355875257605,23.7125785065277,23.1230090192328,0.80168074242397,0.533941996255906,9.9,,8.1,,,,,,,,,4.00299978256226,22.5440006256104,73.4530029296875,1.46,479913034321.893,4.11187781207605,34.3,15.67513,22.5,41.7,7.4,12.0,16.4,26.1661772663332,81.7414634146342,,,69.4413312759648,0.734436907291815,108.9147354,,15.7475498813716,68.1033867402098,16.1490633784186,191.090110673868,0.893690977823134,21.9223764556036,,3846987.0,3704130.0,7551117.0,0.0,0.0,,,2.5,,26.47,69.1555765605861,41290.0,9.35967391288423,73.53,0.929048227949449
Switzerland,2006,100.0,100.0,4.6676,46.9962916696129,23.4516934970655,23.5445981725474,0.814904148213525,0.542950449397726,9.8,100.0,8.1,,,,,,,,,3.81200003623962,22.6499996185303,73.5380020141602,1.44,430921192375.179,3.98863422067916,33.9,15.97005,22.7,41.4,7.4,12.0,16.5,26.2462090773935,81.490243902439,,,67.125034720539,0.772549518810112,99.70768138,,16.0171323035072,68.0289296346265,15.9539380618663,189.38517834029,0.627558473346134,21.88936502532,,3816924.0,3667010.0,7483934.0,0.0,0.2,,,2.5,,26.496,69.0816135655816,41290.0,9.52176174243387,73.504,0.662946312521288
Switzerland,2005,100.0,100.0,4.8362,47.2166351235605,23.2360356679587,23.9805994556018,0.861322409364684,2.61281111628879,9.8,,8.2,,,,,,,,,3.8989999294281,22.4610004425049,73.6399993896484,1.42,408689353999.357,3.11524552972648,,15.8207,,,,,,25.9904717945446,81.2365853658537,,,63.0072688412639,0.85262333256622,92.51933445,,16.2893322373266,67.9271014737608,15.7835662889126,188.195630044729,0.640601540243491,21.7983132658437,,3796494.0,3640621.0,7437115.0,,,,,2.5,,26.522,69.3406883418889,41290.0,9.4293270049734,73.478,0.675992501186956
Switzerland,2004,100.0,100.0,5.0048,47.4942371536279,23.0816442988988,24.4125928547292,0.976286272481579,0.0964383160037698,9.9,,8.1,,,,,,,,,3.89400005340576,22.298999786377,73.806999206543,1.42,394163688620.828,2.77622350049076,,16.22231,,,,,,25.8702321248884,81.0878048780488,,,60.5441360758033,0.888925074606932,85.67706623,0.0,16.551563771337,67.7992533046995,15.6491829239635,186.984438259109,0.687425960233006,21.7107877609216,,3774846.0,3614779.0,7389625.0,,,,,2.5,,26.548,69.2495377958892,41290.0,9.22392406282735,73.452,0.721465950344645
Switzerland,2003,100.0,100.0,5.1734,47.8086797256829,22.9741059932494,24.8345737324335,0.910374851711964,0.664271906056976,9.8,,8.6,,,,,,,,,4.23600006103516,22.4379997253418,73.3259963989258,1.39,352914820747.011,0.0395765677434667,,16.33489,,,,,,26.1135289818963,80.5365853658537,,,58.1049556280888,0.926630419400856,85.14989422,,16.8018393147614,67.6550236442641,15.5431370409745,185.698763155121,0.74191960337232,21.6327989418068,,3750766.0,3588235.0,7339001.0,,,,,2.5,,26.573,69.1622968816679,41290.0,9.1907431188353,73.427,0.777321863401719
Switzerland,2002,100.0,100.0,5.342,48.1205239556693,22.8925407767105,25.2279831789588,0.983641799136018,0.67442104252298,9.9,,8.5,,,,,,,,,4.28599977493286,23.4069995880127,72.306999206543,1.39,301416810214.295,0.162612902402543,,15.31152,,,,,,26.508413789576,80.3853658536585,,,59.3490455535038,0.956388349764947,79.4460317,0.0,17.0320607912856,67.5125966414219,15.4553425672925,184.321468802204,0.756469145838096,21.5674642730371,,3724183.0,3560570.0,7284753.0,,,,,2.5,,26.599,68.6423132740468,41290.0,9.19319936003021,73.401,0.791912727997122
Switzerland,2001,100.0,100.0,5.4116,48.3967490808658,22.8056336894927,25.591115391373,0.993411092897928,0.66106537097854,10.0,,8.5,,,,,,,,,4.34999990463257,24.451000213623,71.1989974975586,1.38,278631271391.325,1.31242366891367,,15.42771,,,,,,26.2542201328664,80.1804878048781,,,59.665233973869,0.991880080138388,73.48748859,,17.2450599783903,67.3869218011165,15.3680182204932,182.927761320745,0.632771238018431,21.5054746503472,,3696880.0,3532974.0,7229854.0,,,,,2.5,,26.625,68.5313340497679,41290.0,9.21083079612436,73.375,0.621865281288162
Switzerland,2000,100.0,100.0,5.4812,48.6140218159613,22.6905069684188,25.9235148475425,1.1536375060906,0.693080801711835,10.9,,8.7,,,,,,,,,4.84899997711182,25.0009994506836,70.1500015258789,1.5,272055499940.786,3.93682345267324,,14.64065,,,,,,25.4392459376066,79.6804878048781,,,59.9219644651485,1.02928011745958,64.93104962,0.0,17.4435146976502,67.2884073249371,15.2680779774127,181.769309217415,0.561954617400164,21.4112319039882,,3674151.0,3510099.0,7184250.0,,,,,2.5,,26.617,68.8910442838242,41290.0,10.204619412967,73.383,0.487032192288853
Switzerland,1999,100.0,100.0,5.5508,48.6339453811174,22.5357141148124,26.098231266305,1.15734184624632,0.692840357825782,11.0,,8.7,,,,,,,,,4.78299999237061,24.6849994659424,70.5319976806641,1.48,289912492344.561,1.69471983381533,,14.4668798446655,,,,,,26.2690541051018,79.580487804878,,,55.2432213958042,1.08621220546806,42.97255653,,17.5587246541721,67.2793792630724,15.1618960827556,180.746135357369,0.476919931285641,21.2929274985304,,3654041.0,3489950.0,7143991.0,,,,,,,26.562,68.4410120439384,41290.0,9.03778721419264,73.438,0.403412184918245
Switzerland,1998,100.0,100.0,5.6204,48.5940207112031,22.3577541615725,26.2362665496306,1.25840521084879,0.66155649906313,11.1,,8.8,,,,,,,,,4.60900020599365,25.1499996185303,70.2419967651367,1.47,295045152020.968,2.98989184573122,,14.7021503448486,,,,,,26.6283200555764,79.3243902439025,,,53.8731102379556,1.18520390139366,23.95121387,,17.6563396726064,67.2974588854404,15.0462014419531,179.881617779041,0.297135765740057,21.15788200522,,3636992.0,3473009.0,7110001.0,,,,,,,26.508,68.7762371928019,41290.0,9.39210065877453,73.492,0.22368290088907
Switzerland,1997,100.0,100.0,5.69,48.4616559024082,22.1555519301214,26.3061039722868,1.30103344517887,0.668068780046877,11.4,,8.9,,,,,,,,,4.60300016403198,25.3939990997314,70.0029983520508,1.48,286519135326.948,2.34014988367215,,,,,,,,27.3653930848592,79.079512195122,,,53.0889498275313,1.22086410342116,14.77509822,,17.7191282799708,67.357453652171,14.9234180678582,179.343387749387,0.240891210155647,20.9859508014317,,3626449.0,3462457.0,7088906.0,,,,,,,26.454,68.1836851189496,41290.0,8.41819214196529,73.546,0.167490737662571
Switzerland,1996,100.0,100.0,5.8614,48.1890666320214,21.934419908721,26.2546467233005,1.31815722138914,0.694514404686675,11.7,,8.9,,,,,,,,,4.38600015640259,26.4810009002686,69.1330032348633,1.5,330091688349.515,0.540027604869181,,15.4445600509644,,,,,,28.1585069542858,78.8960975609756,,,47.8567033268447,1.28375680158363,9.416167841,,17.7169956435271,67.4813545205031,14.8016498359698,178.907354600356,0.441636406706345,20.8040066998637,,3617905.0,3453945.0,7071850.0,,,,,,,26.4,67.5342804405888,41290.0,8.44204001081226,73.6,0.368293772905816
Switzerland,1995,100.0,100.0,6.0328,47.7699823658772,21.6985761316838,26.0714062341934,1.47490506827324,0.807505169061751,11.7,,9.0,,,,,,,,,4.44799995422363,28.3959999084473,67.1559982299805,1.48,342617007103.594,0.480866443023857,,15.4774303436279,,,,,,29.2220383820487,78.4170731707317,,,47.2226995874376,1.35549638608327,6.392190088,,17.6432320051645,67.6727437456052,14.6840242492303,178.114477318928,0.668242326234317,20.6645212995309,,3602110.0,3438577.0,7040687.0,,,,,,,26.346,66.2388879871437,41290.0,8.00403754948231,73.654,0.594969191642619
Switzerland,1994,100.0,100.0,6.2042,47.5627070216293,21.675833166123,25.8868738555063,1.59044038268354,1.005017096887,11.9,,8.9,,,,,,,,,4.40999984741211,27.3689994812012,68.2210006713867,1.49,292646657673.466,1.26975769258722,,15.6891603469849,,,,,,30.0579358771445,78.35,,,47.2778336509751,1.33228409403183,4.787332554,,17.5429691074979,67.7677971121647,14.6892337803374,176.928208980279,0.797158411024818,20.5728395770619,,3578255.0,3415540.0,6993795.0,,,,,,,26.292,65.9006707739394,41290.0,7.92278478504873,73.708,0.723915625684626
Switzerland,1993,100.0,100.0,6.3756,47.223349778802,21.6379958440375,25.5853539347646,1.69979266128957,0.895267971609262,12.1,,9.0,,,,,,,,,4.51100015640259,27.2430000305176,68.2460021972656,1.51,264353008121.278,-0.125983540861199,,16.317590713501,,,,,,29.064803384695,78.0853658536586,,,46.9118928819249,1.36696434518412,3.751719154,,17.3785993773995,67.9240044775526,14.6973961450479,175.523417526616,0.910715565788466,20.5079796936303,,3550005.0,3388260.0,6938265.0,,,,,,,26.238,66.8193723100065,41290.0,7.38824786403865,73.762,0.838886830242898
Switzerland,1992,100.0,100.0,6.547,46.8255230928804,21.5754150884206,25.2501080044598,1.8652493522417,0.79772909686001,12.6,,9.1,,,,,,,,,4.2020001411438,28.0370006561279,67.7610015869141,1.58,271814366804.153,-0.0437330077844109,,,,,,,,29.6678681991785,77.8060975609756,,,48.3421835074217,1.52370927239544,3.165964611,,17.1973526499557,68.1080527244157,14.6945946256286,173.932155375942,1.10252107229095,20.4671481069152,,3518090.0,3357274.0,6875364.0,,,,,,,26.185,66.1581039468154,41290.0,8.01418701920018,73.815,1.02938820424635
Switzerland,1991,100.0,100.0,6.4994,46.4815765432261,21.4760565394865,25.0055200037396,2.02598542172353,0.570413087972736,12.7,,9.2,,,,,,,,,4.29699993133545,29.2150001525879,66.4879989624023,1.58,261113787377.964,-0.915816562607745,,17.31715965271,,,,,,30.5133616046593,77.5146341463415,,,49.0215401053167,1.53782488553083,2.598027513,,17.0707599599216,68.267977688966,14.6612623511124,172.025049153614,1.24982602441627,20.4647510808118,,3479955.0,3320023.0,6799978.0,,,,,,,26.131,64.8546904642502,41290.0,7.85051962641804,73.869,1.1726886114345
Switzerland,1990,100.0,100.0,6.4518,46.2561010641785,21.3344667031244,24.9216343610541,2.23813014568122,0.577109275378971,12.5,,9.5,,,,,,,,,,,,1.58,258066552980.132,3.67462563846016,,17.3263092041016,,,,,,31.0735388766881,77.2424390243902,,,51.7172793059606,1.57214718757236,1.879595387,,17.0397188099929,68.3732188884553,14.5870623015518,169.888415237083,1.02687307219521,20.2609721191295,,3437405.0,3278114.0,6715519.0,,,,,,,26.074,63.7756250852995,41290.0,8.09388438631098,73.926,0.945758640258411
Switzerland,1989,,,6.4042,46.1442430014955,21.1909759187509,24.9532670827446,,,12.2,,9.2,,,,,,,,,,,,1.56,202078703955.009,4.33079404200814,,15.9488496780396,,,,,,,77.4212195121951,,,54.295181952685,1.5241653668033,1.102484778,,17.0744099542697,68.4255544254756,14.5000356202547,168.152803364915,0.808536055550948,19.7120084981366,,3403194.0,3243718.0,6646912.0,,,,,,,26.014,,41290.0,8.05824778709804,73.986,0.727457903349373
Switzerland,1988,,,6.3566,46.1454266895178,21.0080673404375,25.1373593490803,,,12.2,,9.0,,,,,,,,,,,,1.57,209298156700.608,3.27759624863533,,16.2934398651123,,,,,,,77.2265853658537,,,51.1552522429305,1.5648052643261,0.46968847,,17.200233561934,68.4249911269363,14.3747753111297,166.798708869169,0.734943056123237,19.1370831514629,,3376891.0,3216495.0,6593386.0,,,,,,,25.954,,41290.0,8.58730666377377,74.046,0.652597876882438
Switzerland,1987,,,6.309,46.2454300439779,20.8100636676821,25.4353663762958,,,11.7,,9.3,,,,,,,,,,,,1.52,193466104144.313,1.58547816999177,,15.5848903656006,,,,,,,77.1975609756098,,,49.7074153766313,1.56186605542128,0.084093671,,17.3922452887193,68.3781994185787,14.229555292702,165.577327068649,0.628115754543019,18.5631152350475,,3353427.0,3191679.0,6545106.0,,,,,,,25.893,,41290.0,8.20425458347906,74.107,0.547183299740602
Switzerland,1986,,,6.8134,46.421081352199,20.6434930757476,25.7775882764514,,,11.7,,9.2,,,,,,,,,,,,1.53,154482372838.957,1.85863278232983,,15.8646202087402,,,,,,,76.8990243902439,,,50.8187429784238,1.66102195140386,0.0,,17.6051020200079,68.2961833721507,14.0987146078414,164.540569219665,0.520391611336159,17.9883181997026,,3333788.0,3170336.0,6504124.0,,,,,,,25.833,,41290.0,8.55708600390149,74.167,0.43952954995705
Switzerland,1985,,,7.3178,46.6545496497375,20.5392956490934,26.1152540006442,,,11.5,,9.2,,,,,,,,,,,,1.52,107766112124.049,3.67359591752461,,15.652569770813,,,,,,,76.7336585365854,,,53.9399620662646,1.82497186832109,0.0,,17.8073270696694,68.1874574231628,14.0052155071678,163.686537980979,0.441442667641394,17.4125783560196,,3317869.0,3152496.0,6470365.0,,,,,,,25.773,,41290.0,7.90091505221303,74.227,0.361988438450072
Switzerland,1984,,,7.8222,47.3117556650012,20.5592933095233,26.7524623554779,,,11.6,,9.1,,,,,,,,,,,,1.53,106285277141.763,3.00845643150276,,15.7251796722412,,,,,,,76.6085365853659,,,52.0984669646613,1.70124830295676,0.0,,18.1604387900566,67.8832400947197,13.9563211152237,162.965548310001,0.359111652414513,16.8430293450668,,3304697.0,3137168.0,6441865.0,,,,,,,25.714,,41290.0,8.02519384878365,74.286,0.278378271126319
Switzerland,1983,,,8.3266,48.1755343130024,20.6730071140161,27.5025271989863,,,11.5,,9.5,,,,,,,,,,,,1.52,111314328474.108,0.639079447841667,,,,,,,,,76.0312195121951,,,49.215586844009,1.74880558932822,0.0,,18.5607728483682,67.4875270283769,13.9517001232549,162.385471582428,0.428787920002408,16.2768558335207,,3294309.0,3124464.0,6418773.0,,,,,,,25.654,,41290.0,7.86313760189211,74.346,0.348125139958558
Switzerland,1982,,,8.831,49.1904283712816,20.8309815559966,28.359446815285,,,11.7,,9.3,,,,,,,,,,,,1.56,111711490075.358,-1.30941744028873,,,,,,,,,76.0339024390244,,,48.9618390759117,1.72819451127189,0.0,,19.0088950105902,67.0284267320782,13.9626782573316,161.69067296725,0.584291675385673,15.7414851003582,,3281459.0,3109850.0,6391309.0,,,,,,,25.594,,41290.0,7.8273308952039,74.406,0.503672244155451
Switzerland,1981,,,9.3404,50.2379212269713,20.9441139884441,29.2938072385272,,,11.6,,9.4,,,,,,,,,,,,1.55,108993981315.548,1.6013358815068,,,,,,,,,75.6931707317073,,,52.9643924400484,1.66280222143271,0.0,,19.4982786484909,66.5610851463447,13.9406362051645,160.748682491131,0.547064910132262,15.2474255673262,,3263094.0,3090980.0,6354074.0,,,,,,,25.534,,41290.0,7.52548118423455,74.466,0.53231009353371
Switzerland,1980,,,9.8498,51.2040513089231,20.9466213969024,30.2574299120207,,,11.7,,9.4,,,,19.43868,10.77957,,,,,,,1.55,119008334606.433,4.60197735903527,,,,,,,,,75.459268292683,,,55.4356131595121,1.67860654586318,0.0,,20.01099010922,66.1357910268766,13.8532188639034,159.871683918682,0.397074418637607,15.0167905908949,,3245344.0,3074064.0,6319408.0,,,,,,,25.523,,41290.0,7.50969301365321,74.477,0.468256550424119
Switzerland,1979,,,10.3592,52.0796296179964,20.7532650279231,31.3263645900733,,,11.4,,9.1,,,,,,,,,,,,1.52,,2.49151214233179,,,,,,,,,75.4660975609756,,,,2.03979942603046,0.0,,20.598656097625,65.7550324761827,13.6463114261923,159.23813302588,0.200809491511636,15.1150662672232,,3231790.0,3062575.0,6294365.0,,,,,,,25.576,,41290.0,,74.424,0.273379015432088
Switzerland,1978,,,10.8686,52.8175853133305,20.4505314537105,32.3670538596199,,,11.4,,9.2,,,,,,,,,,,,1.51,,0.409083762236563,,,,,,,,,75.1873170731707,,,,1.9673644305258,0.0,,21.1801916965353,65.4374993256156,13.3823089778491,158.918688585382,0.00897881001440717,15.1843353927422,,3223974.0,3057764.0,6281738.0,,,,,,,25.63,,41290.0,,74.37,0.0816305074449063
Switzerland,1977,,,11.378,53.3603063507124,20.0539932387593,33.3063131119531,,,11.6,,8.9,,,,,,,,,,,,1.53,,2.43365207201391,,,,,,,,,75.2380487804878,,,,2.02208656286439,0.0,,21.7176870882808,65.2059258298447,13.0763870818744,158.904420218831,-0.339010906485653,15.2246922985134,,3221914.0,3059260.0,6281174.0,,,,,,,25.684,,41290.0,,74.316,-0.266337836777118
